Transaction,Item,period_day,weekday_weekend
4738,Bread,morning,weekend
4738,Bread,morning,weekend
4739,Bread,morning,weekend
4740,Bread,morning,weekend
4740,Farm House,morning,weekend
4741,Medialuna,morning,weekend
4741,Pastry,morning,weekend
4741,Coffee,morning,weekend
4741,Coffee,morning,weekend
4741,Bread,morning,weekend
4742,Coffee,afternoon,weekend
4742,Bread,afternoon,weekend
4742,Farm House,afternoon,weekend
4743,Coffee,afternoon,weekend
4743,Pastry,afternoon,weekend
4744,Pastry,afternoon,weekend
4744,Bread,afternoon,weekend
4745,Bread,afternoon,weekend
4746,Coffee,afternoon,weekend
4746,Bread,afternoon,weekend
4747,Coffee,afternoon,weekend
4748,Bread,afternoon,weekend
4748,Juice,afternoon,weekend
4748,Jammie Dodgers,afternoon,weekend
4748,Brownie,afternoon,weekend
4749,Toast,afternoon,weekend
4749,Granola,afternoon,weekend
4749,Pastry,afternoon,weekend
4749,Coffee,afternoon,weekend
4749,Bread,afternoon,weekend
4750,Coffee,afternoon,weekend
4750,Cake,afternoon,weekend
4750,Tiffin,afternoon,weekend
4750,Granola,afternoon,weekend
4751,Gingerbread syrup,afternoon,weekend
4751,Coffee,afternoon,weekend
4752,Hearty & Seasonal,afternoon,weekend
4752,Coffee,afternoon,weekend
4752,Cake,afternoon,weekend
4753,Pastry,afternoon,weekend
4753,Tea,afternoon,weekend
4753,Coffee,afternoon,weekend
4753,Bread,afternoon,weekend
4754,Coffee,afternoon,weekend
4754,Alfajores,afternoon,weekend
4756,Medialuna,afternoon,weekend
4756,Jammie Dodgers,afternoon,weekend
4756,Muffin,afternoon,weekend
4756,Sandwich,afternoon,weekend
4757,Bread,afternoon,weekend
4758,Coffee,afternoon,weekend
4758,Tea,afternoon,weekend
4758,Juice,afternoon,weekend
4759,Alfajores,afternoon,weekend
4760,Hearty & Seasonal,afternoon,weekend
4760,Truffles,afternoon,weekend
4760,Mineral water,afternoon,weekend
4760,Bread,afternoon,weekend
4760,Scone,afternoon,weekend
4760,Bread,afternoon,weekend
4761,Coffee,afternoon,weekend
4761,Jammie Dodgers,afternoon,weekend
4761,Cookies,afternoon,weekend
4762,Bread,afternoon,weekend
4762,Toast,afternoon,weekend
4763,Coffee,afternoon,weekend
4763,Bread,afternoon,weekend
4763,Bread,afternoon,weekend
4764,Coffee,afternoon,weekend
4764,Truffles,afternoon,weekend
4765,Scone,afternoon,weekend
4765,Bread,afternoon,weekend
4765,Bread,afternoon,weekend
4766,Coffee,afternoon,weekend
4766,Tea,afternoon,weekend
4766,Cake,afternoon,weekend
4766,Jammie Dodgers,afternoon,weekend
4767,Coffee,afternoon,weekend
4767,Jammie Dodgers,afternoon,weekend
4768,Bread,afternoon,weekend
4769,Medialuna,afternoon,weekend
4769,Alfajores,afternoon,weekend
4769,Coffee,afternoon,weekend
4769,Tea,afternoon,weekend
4770,Brownie,afternoon,weekend
4770,Alfajores,afternoon,weekend
4770,Hot chocolate,afternoon,weekend
4770,Tea,afternoon,weekend
4770,Bread,afternoon,weekend
4771,Coffee,morning,weekday
4771,Scone,morning,weekday
4772,Bread,morning,weekday
4773,Afternoon with the baker,morning,weekday
4774,Bread,morning,weekday
4775,Coffee,morning,weekday
4776,Bread,morning,weekday
4777,Bread,morning,weekday
4778,Bread,morning,weekday
4779,Scandinavian,morning,weekday
4779,Bread,morning,weekday
4779,Cookies,morning,weekday
4780,Coffee,morning,weekday
4781,Coffee,morning,weekday
4782,Coffee,morning,weekday
4782,Medialuna,morning,weekday
4782,Cookies,morning,weekday
4783,Cookies,morning,weekday
4783,Coffee,morning,weekday
4783,Bread,morning,weekday
4783,Juice,morning,weekday
4784,Hot chocolate,morning,weekday
4784,Hot chocolate,morning,weekday
4784,Cookies,morning,weekday
4785,Bread,morning,weekday
4786,Coffee,morning,weekday
4787,Tea,morning,weekday
4787,Cake,morning,weekday
4788,Cookies,morning,weekday
4788,Tea,morning,weekday
4789,Coffee,morning,weekday
4790,Bread,afternoon,weekday
4790,Medialuna,afternoon,weekday
4791,Scone,afternoon,weekday
4791,Coffee,afternoon,weekday
4791,Tea,afternoon,weekday
4792,Bread,afternoon,weekday
4792,Brownie,afternoon,weekday
4793,Sandwich,afternoon,weekday
4794,Coffee,afternoon,weekday
4795,Toast,afternoon,weekday
4796,Bread,afternoon,weekday
4797,Bread,afternoon,weekday
4798,Coffee,afternoon,weekday
4798,Coffee,afternoon,weekday
4799,Coffee,afternoon,weekday
4800,Tea,afternoon,weekday
4800,Bread,afternoon,weekday
4801,Coffee,afternoon,weekday
4802,Coke,afternoon,weekday
4803,Jammie Dodgers,afternoon,weekday
4803,Bread,afternoon,weekday
4804,Bread,afternoon,weekday
4804,Medialuna,afternoon,weekday
4804,Alfajores,afternoon,weekday
4805,Medialuna,afternoon,weekday
4806,Coffee,afternoon,weekday
4807,Bread,afternoon,weekday
4807,Coffee,afternoon,weekday
4808,Coke,afternoon,weekday
4808,Tea,afternoon,weekday
4811,Truffles,afternoon,weekday
4812,Muffin,afternoon,weekday
4813,Alfajores,afternoon,weekday
4813,Bread,afternoon,weekday
4814,Bread,afternoon,weekday
4816,Coffee,morning,weekday
4816,Pastry,morning,weekday
4817,Tea,morning,weekday
4817,Coffee,morning,weekday
4817,Coffee,morning,weekday
4818,Coffee,morning,weekday
4818,Toast,morning,weekday
4819,Coffee,morning,weekday
4819,Coffee,morning,weekday
4820,Coffee,morning,weekday
4820,Pastry,morning,weekday
4821,Sandwich,morning,weekday
4821,Bread,morning,weekday
4822,Coffee,morning,weekday
4822,Coffee,morning,weekday
4822,Alfajores,morning,weekday
4823,Bread,morning,weekday
4823,Medialuna,morning,weekday
4824,Bread,morning,weekday
4825,Tea,morning,weekday
4826,Coffee,morning,weekday
4826,Coffee,morning,weekday
4827,Alfajores,morning,weekday
4828,Alfajores,morning,weekday
4828,Bread,morning,weekday
4830,Coffee,morning,weekday
4831,Coffee,afternoon,weekday
4831,Coffee,afternoon,weekday
4832,Coffee,afternoon,weekday
4832,Cake,afternoon,weekday
4833,Bread,afternoon,weekday
4833,Jammie Dodgers,afternoon,weekday
4834,Coffee,afternoon,weekday
4834,Coffee,afternoon,weekday
4834,Toast,afternoon,weekday
4834,Sandwich,afternoon,weekday
4835,Coffee,afternoon,weekday
4835,Smoothies,afternoon,weekday
4835,Sandwich,afternoon,weekday
4835,Hearty & Seasonal,afternoon,weekday
4835,Cake,afternoon,weekday
4836,Bread,afternoon,weekday
4837,Sandwich,afternoon,weekday
4837,Truffles,afternoon,weekday
4838,Salad,afternoon,weekday
4838,Sandwich,afternoon,weekday
4838,Coffee,afternoon,weekday
4839,Muffin,afternoon,weekday
4839,Cookies,afternoon,weekday
4839,Bread,afternoon,weekday
4839,Hot chocolate,afternoon,weekday
4839,Hearty & Seasonal,afternoon,weekday
4840,Farm House,afternoon,weekday
4841,Truffles,afternoon,weekday
4841,Cake,afternoon,weekday
4841,Scandinavian,afternoon,weekday
4841,Coffee,afternoon,weekday
4842,Tea,afternoon,weekday
4843,Salad,afternoon,weekday
4843,Sandwich,afternoon,weekday
4843,Bread,afternoon,weekday
4843,Coffee,afternoon,weekday
4843,Alfajores,afternoon,weekday
4844,Coffee,afternoon,weekday
4844,Bread,afternoon,weekday
4844,Toast,afternoon,weekday
4845,Coffee,afternoon,weekday
4845,Cake,afternoon,weekday
4846,Truffles,afternoon,weekday
4846,Coffee,afternoon,weekday
4846,Alfajores,afternoon,weekday
4847,Coffee,afternoon,weekday
4847,Tea,afternoon,weekday
4847,Chicken Stew,afternoon,weekday
4848,Coffee,afternoon,weekday
4848,Pastry,afternoon,weekday
4849,Coffee,afternoon,weekday
4850,Coffee,afternoon,weekday
4851,Coffee,afternoon,weekday
4852,Coffee,afternoon,weekday
4852,Soup,afternoon,weekday
4852,Cake,afternoon,weekday
4853,Tea,afternoon,weekday
4854,Coffee,afternoon,weekday
4855,Tea,afternoon,weekday
4856,Coffee,afternoon,weekday
4857,Tea,afternoon,weekday
4857,Bread,afternoon,weekday
4857,Cake,afternoon,weekday
4858,Bread,afternoon,weekday
4859,Tea,evening,weekday
4860,Bread,morning,weekday
4861,Coffee,morning,weekday
4862,Bread,morning,weekday
4863,Tea,morning,weekday
4863,Coffee,morning,weekday
4863,Coffee,morning,weekday
4863,Muffin,morning,weekday
4863,Cake,morning,weekday
4864,Scandinavian,morning,weekday
4865,Bread,morning,weekday
4865,Bread,morning,weekday
4866,Farm House,morning,weekday
4867,Tea,morning,weekday
4868,Tea,morning,weekday
4868,Coffee,morning,weekday
4869,Medialuna,morning,weekday
4869,Coffee,morning,weekday
4869,Tea,morning,weekday
4870,Bread,morning,weekday
4871,Pastry,morning,weekday
4871,Muffin,morning,weekday
4871,Coffee,morning,weekday
4871,Tea,morning,weekday
4872,Coffee,morning,weekday
4872,Tea,morning,weekday
4873,Hot chocolate,morning,weekday
4873,Coke,morning,weekday
4873,Cake,morning,weekday
4874,Soup,morning,weekday
4874,Pastry,morning,weekday
4874,Tea,morning,weekday
4875,Sandwich,morning,weekday
4875,Alfajores,morning,weekday
4876,Sandwich,afternoon,weekday
4877,Bread,afternoon,weekday
4877,Focaccia,afternoon,weekday
4878,Coffee,afternoon,weekday
4878,Juice,afternoon,weekday
4878,Sandwich,afternoon,weekday
4878,Crisps,afternoon,weekday
4879,Tea,afternoon,weekday
4879,Coffee,afternoon,weekday
4879,Soup,afternoon,weekday
4879,Salad,afternoon,weekday
4880,Coffee,afternoon,weekday
4880,Cookies,afternoon,weekday
4881,Tea,afternoon,weekday
4881,Cookies,afternoon,weekday
4882,Cake,afternoon,weekday
4883,Cake,afternoon,weekday
4883,Coffee,afternoon,weekday
4883,Coke,afternoon,weekday
4883,Tea,afternoon,weekday
4884,Coffee,afternoon,weekday
4884,Jammie Dodgers,afternoon,weekday
4885,Coke,afternoon,weekday
4885,Sandwich,afternoon,weekday
4886,Medialuna,afternoon,weekday
4886,Cookies,afternoon,weekday
4886,Juice,afternoon,weekday
4886,Ella's Kitchen Pouches,afternoon,weekday
4886,Tea,afternoon,weekday
4887,Muffin,afternoon,weekday
4887,Jammie Dodgers,afternoon,weekday
4887,Cake,afternoon,weekday
4887,Bread,afternoon,weekday
4887,Hot chocolate,afternoon,weekday
4888,Coffee,afternoon,weekday
4888,Coffee,afternoon,weekday
4888,Cake,afternoon,weekday
4889,Cake,afternoon,weekday
4890,Cake,afternoon,weekday
4890,Tea,afternoon,weekday
4891,Coffee,afternoon,weekday
4891,Tea,afternoon,weekday
4891,Coffee,afternoon,weekday
4891,Cake,afternoon,weekday
4891,Cookies,afternoon,weekday
4892,Cookies,evening,weekday
4892,Tea,evening,weekday
4893,Focaccia,evening,weekday
4893,Fudge,evening,weekday
4894,Pastry,morning,weekday
4894,Toast,morning,weekday
4894,Coffee,morning,weekday
4895,Tea,morning,weekday
4895,Sandwich,morning,weekday
4896,Tea,morning,weekday
4896,Hot chocolate,morning,weekday
4896,Spanish Brunch,morning,weekday
4896,Granola,morning,weekday
4896,Sandwich,morning,weekday
4897,Coffee,morning,weekday
4897,Medialuna,morning,weekday
4898,Bread,morning,weekday
4899,Coffee,morning,weekday
4900,Coffee,morning,weekday
4900,Toast,morning,weekday
4901,Coffee,morning,weekday
4901,Coffee,morning,weekday
4901,Pastry,morning,weekday
4902,Bread,morning,weekday
4903,Farm House,morning,weekday
4904,Bread,morning,weekday
4904,Cookies,morning,weekday
4905,Bread,morning,weekday
4906,Hot chocolate,morning,weekday
4906,Hot chocolate,morning,weekday
4906,Cake,morning,weekday
4907,Pastry,morning,weekday
4907,Cake,morning,weekday
4907,Mineral water,morning,weekday
4908,Tea,morning,weekday
4909,Tea,morning,weekday
4909,Jammie Dodgers,morning,weekday
4909,Cake,morning,weekday
4909,Juice,morning,weekday
4910,Tiffin,morning,weekday
4911,Cake,morning,weekday
4911,Muffin,morning,weekday
4912,Coffee,morning,weekday
4912,Coke,morning,weekday
4912,Juice,morning,weekday
4912,Truffles,morning,weekday
4912,Medialuna,morning,weekday
4913,Coffee,morning,weekday
4914,Coffee,morning,weekday
4915,Coffee,morning,weekday
4915,Coffee,morning,weekday
4916,Coffee,morning,weekday
4917,Coffee,morning,weekday
4917,Pastry,morning,weekday
4918,Cake,morning,weekday
4918,Coffee,morning,weekday
4919,Bread,morning,weekday
4919,Tiffin,morning,weekday
4920,Scandinavian,morning,weekday
4920,Bread,morning,weekday
4921,Coffee,morning,weekday
4921,Tea,morning,weekday
4921,Alfajores,morning,weekday
4922,Chicken Stew,morning,weekday
4923,Coffee,afternoon,weekday
4924,Coffee,afternoon,weekday
4924,Juice,afternoon,weekday
4924,Medialuna,afternoon,weekday
4924,Crisps,afternoon,weekday
4925,Coffee,afternoon,weekday
4926,Farm House,afternoon,weekday
4927,Salad,afternoon,weekday
4927,Coffee,afternoon,weekday
4928,Bread,afternoon,weekday
4929,Bread,afternoon,weekday
4929,Medialuna,afternoon,weekday
4930,Coffee,afternoon,weekday
4930,Coffee,afternoon,weekday
4930,Sandwich,afternoon,weekday
4931,Hot chocolate,afternoon,weekday
4931,Chicken Stew,afternoon,weekday
4932,Coffee,afternoon,weekday
4932,Tea,afternoon,weekday
4932,Sandwich,afternoon,weekday
4932,Medialuna,afternoon,weekday
4933,Bread,afternoon,weekday
4933,Tea,afternoon,weekday
4933,Chicken Stew,afternoon,weekday
4933,Soup,afternoon,weekday
4933,Cake,afternoon,weekday
4933,Pastry,afternoon,weekday
4933,Alfajores,afternoon,weekday
4933,Focaccia,afternoon,weekday
4934,Bread,afternoon,weekday
4934,Coffee,afternoon,weekday
4934,Soup,afternoon,weekday
4934,Muffin,afternoon,weekday
4935,Bread,afternoon,weekday
4936,Coffee,afternoon,weekday
4936,Tea,afternoon,weekday
4936,Cake,afternoon,weekday
4937,Sandwich,afternoon,weekday
4937,Sandwich,afternoon,weekday
4937,Coffee,afternoon,weekday
4937,Tea,afternoon,weekday
4938,Coffee,afternoon,weekday
4938,Coffee,afternoon,weekday
4939,Bread,afternoon,weekday
4940,Coffee,afternoon,weekday
4941,Bread,afternoon,weekday
4942,Hot chocolate,afternoon,weekday
4943,Coffee,afternoon,weekday
4943,Bread,afternoon,weekday
4943,Tiffin,afternoon,weekday
4943,Bread,afternoon,weekday
4944,Hot chocolate,afternoon,weekday
4945,Hot chocolate,afternoon,weekday
4945,Coffee,afternoon,weekday
4945,Tiffin,afternoon,weekday
4946,Coffee,afternoon,weekday
4946,Cookies,afternoon,weekday
4946,Bread,afternoon,weekday
4948,Farm House,evening,weekday
4949,Afternoon with the baker,morning,weekday
4949,Coffee,morning,weekday
4949,Scandinavian,morning,weekday
4950,Coffee,morning,weekday
4950,Bread,morning,weekday
4951,Coffee,morning,weekday
4951,Tea,morning,weekday
4951,Toast,morning,weekday
4952,Coffee,morning,weekday
4952,Toast,morning,weekday
4953,Coffee,morning,weekday
4954,Coffee,morning,weekday
4954,Toast,morning,weekday
4955,Coffee,morning,weekday
4955,Medialuna,morning,weekday
4956,Coffee,morning,weekday
4957,Cake,morning,weekday
4958,Pastry,morning,weekday
4958,Bread,morning,weekday
4959,Coffee,morning,weekday
4960,Bread,morning,weekday
4961,Farm House,morning,weekday
4962,Coffee,morning,weekday
4962,Coffee,morning,weekday
4962,Coffee,morning,weekday
4962,Toast,morning,weekday
4962,Cookies,morning,weekday
4963,Pastry,morning,weekday
4963,Coffee,morning,weekday
4963,Coffee,morning,weekday
4964,Coffee,morning,weekday
4965,Bread,morning,weekday
4966,Bread,morning,weekday
4966,Tea,morning,weekday
4966,Granola,morning,weekday
4967,Bread,morning,weekday
4967,Tea,morning,weekday
4967,Scone,morning,weekday
4967,Sandwich,morning,weekday
4968,Coffee,morning,weekday
4968,Coffee,morning,weekday
4968,Pastry,morning,weekday
4969,Pastry,morning,weekday
4969,Pastry,morning,weekday
4969,Coffee,morning,weekday
4969,Coffee,morning,weekday
4969,Bread,morning,weekday
4971,Bread,morning,weekday
4972,Bread,morning,weekday
4973,Muffin,morning,weekday
4973,Muffin,morning,weekday
4974,Farm House,afternoon,weekday
4975,Coffee,afternoon,weekday
4975,Tea,afternoon,weekday
4975,Scone,afternoon,weekday
4976,Coffee,afternoon,weekday
4976,Coffee,afternoon,weekday
4977,Bread,afternoon,weekday
4978,Bread,afternoon,weekday
4979,Coffee,afternoon,weekday
4979,Scone,afternoon,weekday
4980,Bread,afternoon,weekday
4981,Chicken Stew,afternoon,weekday
4982,Tea,afternoon,weekday
4982,Tea,afternoon,weekday
4982,Coffee,afternoon,weekday
4983,Coffee,afternoon,weekday
4983,Tea,afternoon,weekday
4983,Scone,afternoon,weekday
4984,Cake,afternoon,weekday
4984,Pastry,afternoon,weekday
4984,Farm House,afternoon,weekday
4984,Scandinavian,afternoon,weekday
4985,Smoothies,afternoon,weekday
4985,Muffin,afternoon,weekday
4986,Coffee,afternoon,weekday
4986,Tea,afternoon,weekday
4986,Sandwich,afternoon,weekday
4986,Salad,afternoon,weekday
4987,Sandwich,afternoon,weekday
4987,Truffles,afternoon,weekday
4988,Coffee,afternoon,weekday
4988,Sandwich,afternoon,weekday
4989,Bread,afternoon,weekday
4989,Coffee,afternoon,weekday
4990,Chicken Stew,afternoon,weekday
4991,Bread,afternoon,weekday
4991,Coffee,afternoon,weekday
4991,Bread,afternoon,weekday
4992,Coffee,afternoon,weekday
4993,Coffee,afternoon,weekday
4993,Sandwich,afternoon,weekday
4994,Hot chocolate,afternoon,weekday
4995,Medialuna,afternoon,weekday
4996,Hot chocolate,afternoon,weekday
4997,Coffee,afternoon,weekday
4998,Cake,afternoon,weekday
4999,Coffee,afternoon,weekday
4999,Alfajores,afternoon,weekday
5000,Bread,afternoon,weekday
5000,Coffee,afternoon,weekday
5001,Bread,afternoon,weekday
5002,Bread,afternoon,weekday
5002,Muffin,afternoon,weekday
5003,Coffee,afternoon,weekday
5003,Bread,afternoon,weekday
5004,Coffee,afternoon,weekday
5004,Coffee,afternoon,weekday
5004,Cake,afternoon,weekday
5005,Bread,afternoon,weekday
5005,Muffin,afternoon,weekday
5006,Tea,afternoon,weekday
5006,Tiffin,afternoon,weekday
5007,Coffee,afternoon,weekday
5008,Bread,afternoon,weekday
5008,Sandwich,afternoon,weekday
5008,Tea,afternoon,weekday
5009,Coffee,afternoon,weekday
5009,Pastry,afternoon,weekday
5010,Scandinavian,afternoon,weekday
5011,Medialuna,afternoon,weekday
5011,Vegan mincepie,afternoon,weekday
5011,Juice,afternoon,weekday
5011,Tea,afternoon,weekday
5012,Coffee,afternoon,weekday
5012,Scone,afternoon,weekday
5013,Tea,afternoon,weekday
5013,Brownie,afternoon,weekday
5013,Raspberry shortbread sandwich,afternoon,weekday
5014,Tea,afternoon,weekday
5014,Sandwich,afternoon,weekday
5015,Coffee,afternoon,weekday
5015,Cookies,afternoon,weekday
5016,Cookies,afternoon,weekday
5017,Farm House,afternoon,weekday
5018,Bread,evening,weekday
5019,Bread,morning,weekend
5020,Coffee,morning,weekend
5020,Medialuna,morning,weekend
5021,Coffee,morning,weekend
5021,Pastry,morning,weekend
5022,Coffee,morning,weekend
5022,Medialuna,morning,weekend
5022,Pastry,morning,weekend
5023,Coffee,morning,weekend
5024,Cake,morning,weekend
5025,Medialuna,morning,weekend
5026,Coffee,morning,weekend
5027,Farm House,morning,weekend
5028,Bread,morning,weekend
5028,Brownie,morning,weekend
5029,Brownie,morning,weekend
5029,Coffee,morning,weekend
5030,Scandinavian,morning,weekend
5030,Bread,morning,weekend
5030,Alfajores,morning,weekend
5031,Bread,morning,weekend
5032,Medialuna,morning,weekend
5032,Bread,morning,weekend
5033,Bread,morning,weekend
5033,Pastry,morning,weekend
5034,Coffee,morning,weekend
5035,Scone,morning,weekend
5035,Tea,morning,weekend
5035,Juice,morning,weekend
5035,Medialuna,morning,weekend
5036,Tiffin,morning,weekend
5036,Coffee,morning,weekend
5037,Coffee,morning,weekend
5037,Cake,morning,weekend
5038,Bread,morning,weekend
5038,Scone,morning,weekend
5039,Medialuna,morning,weekend
5039,Coffee,morning,weekend
5040,Coffee,morning,weekend
5041,Spanish Brunch,morning,weekend
5041,Tea,morning,weekend
5041,Alfajores,morning,weekend
5042,Cake,morning,weekend
5043,Coffee,morning,weekend
5043,Coffee,morning,weekend
5043,Toast,morning,weekend
5043,Tiffin,morning,weekend
5044,Brownie,morning,weekend
5045,Pastry,morning,weekend
5046,Afternoon with the baker,morning,weekend
5047,Farm House,morning,weekend
5048,Coffee,morning,weekend
5048,Coffee,morning,weekend
5048,Coke,morning,weekend
5048,Juice,morning,weekend
5048,Cake,morning,weekend
5049,Bread,morning,weekend
5049,Tiffin,morning,weekend
5049,Cookies,morning,weekend
5050,Scone,morning,weekend
5050,Cake,morning,weekend
5050,Coffee,morning,weekend
5051,Coffee,morning,weekend
5052,Coffee,morning,weekend
5052,Coffee,morning,weekend
5052,Alfajores,morning,weekend
5052,Tiffin,morning,weekend
5052,Brownie,morning,weekend
5052,Bread,morning,weekend
5054,Coffee,morning,weekend
5054,Medialuna,morning,weekend
5054,Cake,morning,weekend
5055,Granola,morning,weekend
5055,Coffee,morning,weekend
5056,Cake,morning,weekend
5056,Hot chocolate,morning,weekend
5057,Tea,morning,weekend
5057,Scone,morning,weekend
5057,Tiffin,morning,weekend
5058,Bread,morning,weekend
5059,Tea,afternoon,weekend
5060,Coffee,afternoon,weekend
5060,Bread,afternoon,weekend
5061,Coffee,afternoon,weekend
5061,Coffee,afternoon,weekend
5061,Juice,afternoon,weekend
5061,Cake,afternoon,weekend
5061,Scone,afternoon,weekend
5061,Toast,afternoon,weekend
5062,Jammie Dodgers,afternoon,weekend
5062,Scone,afternoon,weekend
5062,Tiffin,afternoon,weekend
5062,Bread,afternoon,weekend
5062,Hot chocolate,afternoon,weekend
5062,Tea,afternoon,weekend
5062,Coffee,afternoon,weekend
5063,Scandinavian,afternoon,weekend
5064,Afternoon with the baker,afternoon,weekend
5065,Bread,afternoon,weekend
5066,Cookies,afternoon,weekend
5067,Bread,afternoon,weekend
5068,Bread,afternoon,weekend
5069,Spanish Brunch,afternoon,weekend
5069,Coffee,afternoon,weekend
5070,Scandinavian,afternoon,weekend
5071,Scandinavian,afternoon,weekend
5072,Brownie,afternoon,weekend
5072,Scone,afternoon,weekend
5073,Jammie Dodgers,afternoon,weekend
5073,Cake,afternoon,weekend
5075,Sandwich,afternoon,weekend
5076,Hot chocolate,afternoon,weekend
5077,Coffee,afternoon,weekend
5077,Coffee,afternoon,weekend
5078,Coffee,afternoon,weekend
5078,Tea,afternoon,weekend
5079,Sandwich,afternoon,weekend
5079,Cake,afternoon,weekend
5079,Smoothies,afternoon,weekend
5079,Bread,afternoon,weekend
5080,Spanish Brunch,afternoon,weekend
5080,Sandwich,afternoon,weekend
5080,Coffee,afternoon,weekend
5080,Truffles,afternoon,weekend
5081,Cookies,afternoon,weekend
5082,Sandwich,afternoon,weekend
5082,Toast,afternoon,weekend
5082,Tea,afternoon,weekend
5082,Fudge,afternoon,weekend
5083,Coffee,afternoon,weekend
5083,Jammie Dodgers,afternoon,weekend
5084,Cake,afternoon,weekend
5084,Jammie Dodgers,afternoon,weekend
5086,Frittata,afternoon,weekend
5086,Bread,afternoon,weekend
5087,Coffee,afternoon,weekend
5088,Afternoon with the baker,afternoon,weekend
5089,Raspberry shortbread sandwich,afternoon,weekend
5089,Bread,afternoon,weekend
5089,Coffee,afternoon,weekend
5090,Sandwich,afternoon,weekend
5090,Extra Salami or Feta,afternoon,weekend
5090,Tea,afternoon,weekend
5090,Bread,afternoon,weekend
5090,Cake,afternoon,weekend
5092,Tea,afternoon,weekend
5092,Duck egg,afternoon,weekend
5093,Scandinavian,afternoon,weekend
5094,Coffee,afternoon,weekend
5094,Hot chocolate,afternoon,weekend
5094,Brownie,afternoon,weekend
5095,Spanish Brunch,afternoon,weekend
5095,Bread,afternoon,weekend
5096,Bread,afternoon,weekend
5096,Coffee,afternoon,weekend
5097,Jam,afternoon,weekend
5098,Coffee,afternoon,weekend
5098,Frittata,afternoon,weekend
5098,Scone,afternoon,weekend
5099,Coffee,afternoon,weekend
5099,Coffee,afternoon,weekend
5099,Cake,afternoon,weekend
5099,Bread,afternoon,weekend
5100,Coffee,afternoon,weekend
5100,Hot chocolate,afternoon,weekend
5100,Cake,afternoon,weekend
5100,Brownie,afternoon,weekend
5100,Extra Salami or Feta,afternoon,weekend
5101,Fudge,afternoon,weekend
5102,Coffee,afternoon,weekend
5103,Hot chocolate,afternoon,weekend
5103,Bread,afternoon,weekend
5103,Scone,afternoon,weekend
5104,Cake,afternoon,weekend
5105,Bread,afternoon,weekend
5105,Bread,afternoon,weekend
5105,Frittata,afternoon,weekend
5106,Coffee,afternoon,weekend
5106,Bread,afternoon,weekend
5107,Brownie,afternoon,weekend
5108,Cake,afternoon,weekend
5108,Muffin,afternoon,weekend
5109,Cake,afternoon,weekend
5110,Hot chocolate,afternoon,weekend
5110,Coffee,afternoon,weekend
5111,Tea,afternoon,weekend
5111,Frittata,afternoon,weekend
5112,Coffee,afternoon,weekend
5113,Tea,afternoon,weekend
5113,Hot chocolate,afternoon,weekend
5113,Juice,afternoon,weekend
5113,Cookies,afternoon,weekend
5114,Cake,afternoon,weekend
5114,Bread,afternoon,weekend
5114,Hot chocolate,afternoon,weekend
5115,Bread,morning,weekend
5116,Scone,morning,weekend
5116,Cookies,morning,weekend
5116,Coffee,morning,weekend
5116,Juice,morning,weekend
5117,Coffee,morning,weekend
5117,Coffee,morning,weekend
5117,Brownie,morning,weekend
5117,Scone,morning,weekend
5118,Coffee,morning,weekend
5119,Tea,morning,weekend
5119,Raspberry shortbread sandwich,morning,weekend
5120,Afternoon with the baker,morning,weekend
5121,Hot chocolate,morning,weekend
5121,Coffee,morning,weekend
5121,Tea,morning,weekend
5121,Alfajores,morning,weekend
5121,Pastry,morning,weekend
5121,Tiffin,morning,weekend
5122,Coffee,morning,weekend
5122,Medialuna,morning,weekend
5123,Toast,morning,weekend
5123,Coffee,morning,weekend
5124,Coffee,morning,weekend
5125,Coffee,morning,weekend
5125,Coffee,morning,weekend
5125,Toast,morning,weekend
5126,Coffee,morning,weekend
5127,Bread,morning,weekend
5127,Coffee,morning,weekend
5127,Bread,morning,weekend
5128,Bread,morning,weekend
5128,Eggs,morning,weekend
5129,Bread,morning,weekend
5130,Bread,morning,weekend
5130,Bread,morning,weekend
5130,Coffee,morning,weekend
5130,Scone,morning,weekend
5130,Frittata,morning,weekend
5131,Medialuna,morning,weekend
5132,Bread,morning,weekend
5133,Coffee,morning,weekend
5133,Bread,morning,weekend
5133,Bread,morning,weekend
5134,Coffee,morning,weekend
5134,Coffee,morning,weekend
5134,Toast,morning,weekend
5135,Medialuna,morning,weekend
5136,Scone,morning,weekend
5137,Tea,morning,weekend
5137,Coffee,morning,weekend
5137,Toast,morning,weekend
5137,Bread,morning,weekend
5138,Bread,morning,weekend
5138,Alfajores,morning,weekend
5139,Coffee,morning,weekend
5139,Cake,morning,weekend
5140,Coffee,morning,weekend
5140,Cake,morning,weekend
5140,Bread,morning,weekend
5141,Bread,morning,weekend
5141,Coffee,morning,weekend
5141,Tea,morning,weekend
5142,Hot chocolate,morning,weekend
5142,Cake,morning,weekend
5142,Bread,morning,weekend
5143,Tea,morning,weekend
5144,Alfajores,afternoon,weekend
5144,Coffee,afternoon,weekend
5145,Hot chocolate,afternoon,weekend
5145,Coffee,afternoon,weekend
5146,Hot chocolate,afternoon,weekend
5146,Smoothies,afternoon,weekend
5146,The Nomad,afternoon,weekend
5146,Bread,afternoon,weekend
5146,Afternoon with the baker,afternoon,weekend
5147,Tea,afternoon,weekend
5148,Bread,afternoon,weekend
5149,Jammie Dodgers,afternoon,weekend
5150,The Nomad,afternoon,weekend
5150,Juice,afternoon,weekend
